recipientid,case_status,case_reopened,case_isactive,demo_familysize,demo_deceasedcount,demo_eduburden,demo_maritalvuln,med_disability,med_chronic,med_urgent,med_count,house_isrented,house_rent,house_infra,house_elec,house_ratio,fin_balance,fin_status,hist_lastmonth,xgboost_suggestion,group_id,max_budget,min_allocation,max_allocation,min_cases,amount_allocated
51e460af,0,0,1,3,0,17,2,7,4,0,1,0,0,0,0,0.333333333,78.30640745,1,340.9478016,603.9189,7,20000,150,300,50,0.0
c8fda15f,0,2,1,1,1,1,3,0,4,1,0,0,0,0,1,1.0,226.3771689,1,843.6805297,429.3276,7,20000,150,300,50,0.0
667f4947,0,1,1,3,0,16,5,7,0,0,6,1,400,1,1,0.333333333,284.4063682,1,744.596976,539.1854,7,20000,150,300,50,0.0
5fec1beb,0,1,1,7,2,13,1,7,4,1,4,1,1500,0,1,0.142857143,349.1689856,1,485.2667423,1333.4906,7,20000,150,300,50,443.33672472136516
a326259f,0,0,1,3,2,16,0,0,4,0,4,1,400,0,1,0.333333333,262.9732885,1,277.5228049,518.7429,7,20000,150,300,50,0.0
f80b2831,0,1,1,2,2,12,0,7,0,1,8,0,0,1,1,0.5,14.64972155,1,668.6708849,834.3088,7,20000,150,300,50,413.20753987958017
68717f53,0,0,1,1,2,13,0,7,4,0,3,1,800,1,0,1.0,193.1840686,1,247.4629812,660.2726,7,20000,150,300,50,0.0
e807f1bf,0,1,1,7,2,10,0,7,0,0,9,0,0,1,1,0.142857143,402.8819591,1,10.11443166,782.3309,7,20000,150,300,50,294.33011120328507
fecd8080,0,2,1,8,0,3,0,7,4,1,7,0,0,0,1,0.125,459.817454,1,455.465572,1006.6199,7,20000,150,300,50,393.4830575494405
81ea7a3b,0,0,1,7,0,7,5,0,0,1,2,1,400,0,1,0.142857143,332.006114,1,827.6102613,503.022,7,20000,150,300,50,0.0
b777fbf5,0,0,1,3,2,12,4,0,4,0,0,0,0,0,1,0.333333333,366.4387264,1,727.2684705,535.47,7,20000,150,300,50,0.0
e681da15,0,0,1,2,2,9,4,0,4,1,8,1,400,1,1,0.5,249.0946496,1,873.3611178,573.0335,7,20000,150,300,50,0.0
77b665b7,0,2,1,4,2,16,0,0,4,0,5,1,1500,0,1,0.25,102.6100436,1,735.2512163,609.6376,7,20000,150,300,50,0.0
da49d18f,0,2,1,2,1,5,5,0,4,1,9,0,0,1,0,0.5,68.65168757,1,784.4056656,604.084,7,20000,150,300,50,0.0
261700ad,0,1,1,8,2,19,4,0,0,0,7,0,0,1,1,0.125,387.3263099,1,707.9409157,733.9189,7,20000,150,300,50,0.0
6ace15cb,0,1,1,3,0,17,1,0,4,0,7,0,0,0,1,0.333333333,99.10313262,1,551.6879678,285.3617,7,20000,150,300,50,0.0
434e3302,0,2,1,7,1,19,1,0,4,0,3,0,0,0,1,0.142857143,202.8572121,1,948.1985067,642.6277,7,20000,150,300,50,0.0
916b3b34,0,0,1,8,1,16,3,0,0,0,0,1,1500,1,0,0.125,178.3044564,1,796.4517695,1026.6139,7,20000,150,300,50,407.5562953639576
7154c7f3,0,1,1,8,2,2,1,0,0,0,3,1,1500,1,1,0.125,63.43641403,1,112.3859323,813.7909,7,20000,150,300,50,354.16338548007275
c889f08b,0,0,1,8,0,11,4,7,0,0,6,0,0,0,1,0.125,81.83783186,1,966.0214591,678.9848,7,20000,150,300,50,0.0
c99fbd8a,0,0,1,7,0,6,1,7,0,1,6,0,0,0,1,0.142857143,100.5876161,1,286.7668776,812.058,7,20000,150,300,50,406.78793202173114
3db57f22,0,2,1,3,0,11,1,0,0,1,1,0,0,1,0,0.333333333,26.16642865,1,845.3299757,295.3158,7,20000,150,300,50,0.0
2587d519,0,1,1,5,0,11,3,0,0,0,7,0,0,0,1,0.2,453.8754001,1,554.6204912,315.5113,7,20000,150,300,50,0.0
d2b707c2,0,0,1,6,2,5,2,0,0,1,0,1,800,1,1,0.166666667,462.6440974,1,188.4998528,616.5653,7,20000,150,300,50,0.0
0218a79f,0,0,1,7,1,10,0,0,0,1,0,0,0,1,1,0.142857143,120.3407949,1,258.7050703,541.0509,7,20000,150,300,50,0.0
545d3033,0,1,1,7,0,16,5,0,0,0,4,1,1500,0,1,0.142857143,477.5875802,1,189.9327662,659.4809,7,20000,150,300,50,0.0
645cb998,0,0,1,7,0,13,3,0,0,0,7,1,800,1,1,0.142857143,274.8822756,1,60.00819259,594.1507,7,20000,150,300,50,0.0
84afb058,0,1,1,8,2,9,1,7,4,1,7,1,800,0,1,0.125,470.9527936,1,286.9867995,1280.5572,7,20000,150,300,50,443.19931028487343
72707251,0,0,1,3,2,15,5,7,4,0,8,1,800,0,0,0.333333333,241.4392671,1,446.3545794,807.1349,7,20000,150,300,50,352.49353208928727
3bbc3ffa,0,0,1,7,1,9,1,0,4,0,4,1,800,1,0,0.142857143,260.0674239,1,308.3521217,837.3924,7,20000,150,300,50,360.084516009313
dc647204,0,2,1,6,0,14,1,7,0,0,9,0,0,0,1,0.166666667,265.2121102,1,651.8680936,557.3464,7,20000,150,300,50,0.0
e389a926,0,1,1,1,1,10,3,7,4,1,7,0,0,1,1,1.0,85.83909752,1,138.397586,1011.8615,7,20000,150,300,50,464.43350515284243
7a544743,0,2,1,8,0,9,3,7,4,1,3,1,800,0,1,0.125,293.6849343,1,697.4478282,1333.1526,7,20000,150,300,50,521.5715850325209
20c9d91d,0,1,1,4,1,17,1,7,4,1,9,0,0,1,1,0.25,342.8563844,1,585.5612935,1049.4926,7,20000,150,300,50,403.9969282208825
80497606,0,1,1,5,2,1,4,7,0,1,3,1,400,1,1,0.2,179.500384,1,332.0007021,1013.8128,7,20000,150,300,50,464.9964773072378
47ecf387,0,1,1,2,1,3,4,0,4,0,5,0,0,0,1,0.5,139.5720666,1,607.4717539,420.1691,7,20000,150,300,50,0.0
e49cd990,0,2,1,6,2,10,4,0,0,0,2,0,0,1,1,0.166666667,376.1728513,1,351.709818,600.8132,7,20000,150,300,50,0.0
f3cd303a,0,0,1,4,2,9,5,7,4,0,7,0,0,0,1,0.25,401.5185804,1,358.868691,671.6216,7,20000,150,300,50,0.0
017a9b11,0,0,1,7,1,13,0,0,0,0,3,1,800,1,1,0.142857143,151.3838038,1,227.3220711,741.3809,7,20000,150,300,50,0.0
d6059e35,0,2,1,1,1,10,0,7,0,0,2,1,400,0,1,1.0,109.1365994,1,468.6018101,479.5947,7,20000,150,300,50,0.0
c66af3e3,0,2,1,6,1,7,4,0,0,0,8,0,0,1,0,0.166666667,287.5352095,1,4.106202897,674.8963,7,20000,150,300,50,0.0
ac0c219f,0,2,1,2,0,12,1,0,0,0,9,1,1500,0,0,0.5,332.2253285,1,764.2515981,365.7225,7,20000,150,300,50,0.0
2b6e4117,0,2,1,1,2,14,2,0,0,1,7,0,0,1,1,1.0,216.9440242,1,304.3075918,352.7537,7,20000,150,300,50,0.0
44c789e2,0,0,1,7,1,1,0,7,0,1,9,0,0,1,1,0.142857143,87.78988882,1,164.0635883,1053.0104,7,20000,150,300,50,476.3054289390363
06d1fd3c,0,1,1,6,1,3,4,7,4,0,9,0,0,1,1,0.166666667,440.6487728,1,429.8312575,787.9313,7,20000,150,300,50,295.5243825209371
be9c8ad9,0,1,1,5,2,17,0,0,0,1,6,1,400,1,1,0.2,294.0718534,1,729.2402491,548.4076,7,20000,150,300,50,0.0
467b6ca8,0,1,1,5,0,4,0,7,0,1,9,1,1500,0,1,0.2,199.2393811,1,148.0597595,888.5734,7,20000,150,300,50,428.8634916908873
c957f4eb,0,0,1,8,0,14,0,7,4,1,0,1,800,1,1,0.125,394.1997655,1,773.9950873,1198.4726,7,20000,150,300,50,440.53198322398316
1b49c528,0,1,1,4,0,11,1,7,0,0,1,1,400,1,0,0.25,429.7514878,1,234.102665,616.7057,7,20000,150,300,50,0.0
bb28786e,0,2,1,8,1,12,4,7,4,0,3,1,1500,1,0,0.125,481.0979381,1,390.2879087,1204.3096,7,20000,150,300,50,384.3160154369254
07e7889c,0,0,1,4,1,1,1,7,0,0,5,0,0,1,1,0.25,83.47508952,1,309.8656494,570.9535,7,20000,150,300,50,0.0
8e787453,0,2,1,6,2,16,2,0,0,1,9,0,0,0,1,0.166666667,215.9592656,1,627.9587353,564.2637,7,20000,150,300,50,0.0
c23d3d19,0,0,1,8,1,9,0,7,0,1,2,0,0,1,1,0.125,478.8833291,1,306.3987984,1056.3215,7,20000,150,300,50,405.6716109777001
f6094ffb,0,0,1,1,1,7,2,0,4,0,9,0,0,1,1,1.0,168.1540472,1,768.7641807,375.2736,7,20000,150,300,50,0.0
a4ea609c,0,0,1,7,2,13,5,7,0,1,2,1,400,1,1,0.142857143,471.5979248,1,659.3573873,1119.4859,7,20000,150,300,50,421.16170916697274
455bfafc,0,2,1,5,1,16,5,0,4,0,2,0,0,1,1,0.2,191.7836955,1,529.3906213,748.7454,7,20000,150,300,50,0.0
cae6042e,0,2,1,3,0,13,2,0,4,0,4,0,0,0,1,0.333333333,178.1307244,1,58.21751208,323.414,7,20000,150,300,50,0.0
04de781a,0,0,1,7,2,11,5,0,4,0,8,1,1500,0,0,0.142857143,189.6827991,1,210.2761779,1048.45,7,20000,150,300,50,413.03452337275127
cc506c65,0,0,1,4,1,5,1,0,0,0,9,0,0,1,1,0.25,349.0352732,1,947.6236585,411.0197,7,20000,150,300,50,0.0
630746d4,0,1,1,4,1,12,1,0,0,0,1,0,0,1,1,0.25,248.9742963,1,72.38939826,481.0182,7,20000,150,300,50,0.0
0b7d5b71,0,2,1,1,0,11,3,7,4,0,0,1,1500,0,1,1.0,46.55357825,1,702.6295764,543.4208,7,20000,150,300,50,0.0
2b4dacc0,0,1,1,3,2,17,3,7,0,0,5,1,400,0,0,0.333333333,476.8518132,1,660.4697214,642.005,7,20000,150,300,50,0.0
46ed7ac0,0,0,1,6,0,19,5,7,0,1,8,1,400,1,1,0.166666667,146.2575102,1,721.1227561,999.3867,7,20000,150,300,50,460.8343840378671
d23e3d9d,0,2,1,2,0,7,5,7,0,0,9,0,0,0,0,0.5,214.7239485,1,239.9489037,503.1104,7,20000,150,300,50,0.0
ec972efe,0,2,1,1,0,10,0,0,0,1,4,0,0,0,1,1.0,118.1713717,1,346.1085002,104.0,7,20000,150,300,50,0.0
a04b5171,0,0,1,7,0,8,1,7,0,1,5,1,1500,1,1,0.142857143,124.3626969,1,241.3497038,1045.9891,7,20000,150,300,50,474.27970435150166
c79155a9,0,2,1,4,0,12,4,0,0,0,8,0,0,0,0,0.25,479.7960738,1,2.911717834,369.7837,7,20000,150,300,50,0.0
3a62910b,0,0,1,2,2,11,5,7,4,0,1,1,400,0,1,0.5,293.3839539,1,663.6247208,654.8347,7,20000,150,300,50,0.0
2ab88c20,0,2,1,6,0,13,0,0,0,1,6,1,800,0,0,0.166666667,364.760711,1,302.6792104,524.9751,7,20000,150,300,50,0.0
fb892e25,0,2,1,1,1,13,5,0,4,0,6,1,400,0,1,1.0,443.9189613,1,520.2304891,467.6789,7,20000,150,300,50,0.0
d7c722aa,0,0,1,7,1,2,0,7,4,1,0,1,400,0,1,0.142857143,121.1466646,1,221.4508914,1247.1758,7,20000,150,300,50,521.3090030505152
efc9f273,0,2,1,4,1,16,3,0,0,0,9,1,1500,0,1,0.25,437.2085018,1,18.358384,670.0811,7,20000,150,300,50,0.0
cfb742e0,0,2,1,1,0,16,3,7,0,1,0,0,0,1,0,1.0,240.9930934,1,654.229978,766.3188,7,20000,150,300,50,0.0
76e400e8,0,1,1,6,2,9,5,7,0,1,4,0,0,0,1,0.166666667,499.1170129,1,244.7450796,1014.3484,7,20000,150,300,50,395.3783533783535
8be2d9bb,0,0,1,7,0,11,3,0,0,1,7,1,800,1,1,0.142857143,95.63868552,1,113.2697531,619.9518,7,20000,150,300,50,0.0
14147b63,0,2,1,4,1,0,5,0,0,0,6,0,0,1,1,0.25,291.9632696,1,282.6673605,517.4039,7,20000,150,300,50,0.0
a8ce4a40,0,1,1,8,0,6,0,0,4,1,8,1,800,0,1,0.125,433.4276065,1,774.6729372,651.8252,7,20000,150,300,50,0.0
177824ad,0,1,1,3,1,12,4,0,4,0,2,0,0,1,1,0.333333333,445.6003987,1,962.3653165,494.8697,8,35000,450,600,65,0.0
0e05179f,0,2,1,3,0,19,1,7,4,0,4,1,400,0,1,0.333333333,157.2170529,1,438.5080167,563.4694,8,35000,450,600,65,0.0
450dfda6,0,1,1,8,0,12,2,7,0,1,3,1,400,1,0,0.125,131.2080408,1,96.81873099,1119.482,8,35000,450,600,65,1089.660072681599
30cda77a,0,1,1,2,0,3,1,0,0,1,9,1,1500,0,1,0.5,204.7804636,1,144.9325271,275.9692,8,35000,450,600,65,0.0
b084cd2a,0,1,1,8,0,15,2,0,4,1,6,0,0,0,1,0.125,378.7125517,1,932.4439784,662.051,8,35000,450,600,65,323.57742625
8c25a21e,0,0,1,2,1,4,2,0,4,0,7,0,0,1,0,0.5,466.9937093,1,170.76826,476.606,8,35000,450,600,65,0.0
222a875c,0,0,1,6,0,16,3,0,0,1,8,1,1500,1,0,0.166666667,51.7564735,1,438.6847029,710.4825,8,35000,450,600,65,408.52743749999996
19b5b42a,0,0,1,2,2,15,0,0,0,0,2,1,400,0,1,0.5,171.5869286,1,338.5540274,356.0128,8,35000,450,600,65,0.0
39bb1e94,0,2,1,6,2,1,5,7,4,1,9,0,0,1,1,0.166666667,330.9507882,1,284.5119597,1234.9844,8,35000,450,600,65,976.388717464814
f785c2ee,0,2,1,1,0,10,1,7,4,1,9,0,0,1,1,1.0,426.6978668,1,254.0310178,761.4659,8,35000,450,600,65,372.166458625
8fa69990,0,1,1,8,2,5,0,7,4,1,9,0,0,0,1,0.125,392.8345749,1,79.24960613,1192.0636,8,35000,450,600,65,957.7426536241987
ed446994,0,2,1,5,2,9,1,7,0,0,0,1,1500,0,1,0.2,320.7898406,1,758.3847716,723.1094,8,35000,450,600,65,307.321495
742cc30e,0,1,1,6,0,4,0,7,0,1,8,0,0,0,0,0.166666667,70.2495049,1,948.4251555,831.1277,8,35000,450,600,65,477.89842749999997
2ea65a1f,0,1,1,1,2,16,2,7,0,1,3,1,1500,0,0,1.0,293.8423752,1,129.0364089,1019.1363,8,35000,450,600,65,586.0033725
c93af06f,0,2,1,5,1,2,2,0,4,0,3,0,0,0,1,0.2,20.29285607,1,966.8655503,456.3338,8,35000,450,600,65,0.0
f2c5d98f,0,0,1,6,1,1,0,7,4,1,2,0,0,0,1,0.166666667,486.3133022,1,607.6959035,1081.6403,8,35000,450,600,65,528.6516966249999
164b73d2,0,1,1,3,2,11,5,0,4,0,5,0,0,0,0,0.333333333,330.795533,1,56.24669432,586.8668,8,35000,450,600,65,0.0
d413285c,0,0,1,7,2,8,5,7,0,1,2,0,0,0,1,0.142857143,64.09255515,1,329.3212775,1033.5572,8,35000,450,600,65,594.2953899999999
5bd8256f,0,1,1,4,2,16,4,7,4,1,0,0,0,1,0,0.25,84.22027557,1,269.6343992,1191.2303,8,35000,450,600,65,1126.3301687999656
f63edfc7,0,0,1,8,2,15,2,7,4,0,0,0,0,1,1,0.125,427.8218321,1,604.1739382,1011.7809,8,35000,450,600,65,430.00688249999996
b9516bda,0,2,1,7,2,6,0,0,0,0,0,1,400,1,1,0.142857143,201.392767,1,841.339719,640.3072,8,35000,450,600,65,320.1536
8.33E+20,0,0,1,6,2,15,5,7,0,0,9,0,0,0,1,0.166666667,143.1295177,1,812.6126391,833.365,8,35000,450,600,65,416.6825
054d9d19,0,2,1,6,0,11,5,7,4,1,0,0,0,0,1,0.166666667,150.6958979,1,669.6112565,1002.0764,8,35000,450,600,65,576.19393
ea43d58a,0,0,1,5,2,16,3,7,4,0,3,1,1500,0,1,0.2,271.7029261,1,188.0157172,1037.2141,8,35000,450,600,65,518.60705
fefd71a0,0,0,1,3,2,9,1,7,0,0,8,1,800,1,1,0.333333333,50.30998861,1,193.447228,666.3566,8,35000,450,600,65,333.1783
e2293eb4,0,2,1,1,0,13,1,0,0,0,3,0,0,0,1,1.0,319.6314416,1,557.4247447,104.0,8,35000,450,600,65,0.0
41cc455d,0,0,1,5,1,8,1,0,4,0,5,0,0,0,1,0.2,97.55441001,1,998.9046998,472.108,8,35000,450,600,65,0.0
3e9470d4,0,1,1,3,0,13,3,7,0,1,6,0,0,1,0,0.333333333,422.7755977,1,650.7883208,854.1455,8,35000,450,600,65,417.46361312499994
55a532f7,0,2,1,1,2,15,5,0,0,0,6,0,0,1,1,1.0,19.18193068,1,544.183149,400.5612,8,35000,450,600,65,0.0
0f7fac2e,0,1,1,5,0,2,4,7,0,0,1,0,0,0,0,0.2,438.8564803,1,336.8477014,552.2829,8,35000,450,600,65,0.0
c2b8dbd6,0,2,1,8,0,7,3,7,4,1,5,1,800,0,1,0.125,251.809969,1,792.3907754,1239.4577,8,35000,450,600,65,1150.9788837317328
72589fc9,0,1,1,8,0,12,1,0,4,0,8,0,0,1,1,0.125,465.2243003,1,239.211088,544.3035,8,35000,450,600,65,0.0
e8e3c320,0,2,1,3,2,15,1,7,0,1,4,1,400,1,1,0.333333333,252.9046113,1,547.6161007,847.3829,8,35000,450,600,65,487.2451674999999
c06a4d0d,0,2,1,3,0,6,3,7,4,1,3,0,0,0,1,0.333333333,74.31660779,1,874.8972346,889.7928,8,35000,450,600,65,511.63086
30597011,0,2,1,2,0,5,3,7,4,1,4,0,0,1,1,0.5,480.6673156,1,408.9272358,811.8071,8,35000,450,600,65,396.77072012499997
cc3b2d3b,0,2,1,5,1,13,2,0,4,1,7,0,0,0,1,0.2,271.2877263,1,392.5877504,754.9633,8,35000,450,600,65,434.10389749999996
7bb1a1b0,0,0,1,8,1,18,3,7,4,0,3,1,400,1,1,0.125,366.5765116,1,8.354704172,1055.7885,8,35000,450,600,65,448.71011250000004
b0019d13,0,0,1,1,0,8,0,0,0,0,0,0,0,1,1,1.0,197.1705732,1,222.0821882,104.4459,8,35000,450,600,65,0.0
97c26516,0,2,1,1,2,15,1,0,4,1,7,0,0,0,0,1.0,419.9991116,1,374.3059934,543.6145,8,35000,450,600,65,0.0
d4436ad1,0,2,1,3,2,17,4,0,0,0,4,0,0,0,1,0.333333333,156.2718261,1,336.4503518,435.2205,8,35000,450,600,65,0.0
8a485c8b,0,0,1,7,1,15,3,0,4,0,2,0,0,1,1,0.142857143,420.3018114,1,961.6312566,728.9841,8,35000,450,600,65,309.8182425
88f682d4,0,1,1,3,0,8,1,7,0,1,2,1,400,0,1,0.333333333,325.3032616,1,603.2221357,635.2814,8,35000,450,600,65,0.0
f277fe4a,0,0,1,5,1,17,4,0,0,1,5,0,0,0,1,0.2,21.92342625,1,974.3494565,539.3362,8,35000,450,600,65,0.0
310af54e,0,0,1,8,0,8,3,7,4,0,7,0,0,0,1,0.125,59.94401574,1,73.24560411,753.1238,8,35000,450,600,65,376.5619
2b9e07ca,0,1,1,3,0,12,4,0,0,0,8,0,0,1,1,0.333333333,94.92633014,1,841.8253644,280.8143,8,35000,450,600,65,0.0
3c6f7899,0,1,1,3,0,14,4,0,4,1,9,0,0,1,1,0.333333333,346.4005993,1,527.8121083,469.0218,8,35000,450,600,65,0.0
4ad1d3f8,0,2,1,7,2,7,2,0,0,0,0,0,0,1,1,0.142857143,36.78167711,1,739.6216847,549.6725,8,35000,450,600,65,0.0
fbae7cc1,0,1,1,4,0,18,2,7,0,1,3,0,0,0,1,0.25,284.7606393,1,414.4298125,760.7028,8,35000,450,600,65,437.40411
621201ed,0,1,1,1,1,13,3,0,4,1,5,0,0,1,1,1.0,49.99262374,1,479.5192371,527.5569,8,35000,450,600,65,0.0
497dae4e,0,1,1,2,1,1,4,0,0,1,1,0,0,0,1,0.5,72.28985512,1,177.4094701,300.4443,8,35000,450,600,65,0.0
28c2859f,0,0,1,8,2,18,2,7,4,0,4,1,800,1,1,0.125,212.2863036,1,385.1626278,1102.2557,8,35000,450,600,65,551.12785
e2701840,0,0,1,2,0,18,1,0,4,1,3,1,1500,0,1,0.5,289.9171191,1,302.6403406,527.9404,8,35000,450,600,65,0.0
75610350,0,0,1,1,1,0,1,0,4,0,6,1,1500,1,0,1.0,64.09403641,1,891.8202114,538.7226,8,35000,450,600,65,0.0
c30093d7,0,0,1,3,0,17,5,0,0,1,5,0,0,0,1,0.333333333,329.7116234,1,503.8887968,282.2781,8,35000,450,600,65,0.0
ccce41cf,0,2,1,1,2,9,2,0,0,0,7,0,0,0,0,1.0,167.1076686,1,932.6410626,289.5594,8,35000,450,600,65,0.0
2d466fc0,0,0,1,7,0,0,2,0,0,0,2,1,800,1,0,0.142857143,426.2152088,1,652.2640059,560.794,8,35000,450,600,65,0.0
0c208934,0,2,1,4,2,0,4,0,4,1,2,0,0,0,1,0.25,82.2626862,1,106.9912612,650.2132,8,35000,450,600,65,373.87259
1876ec0c,0,0,1,2,1,0,0,7,0,1,1,0,0,1,1,0.5,307.5456437,1,940.5373011,712.9655,8,35000,450,600,65,348.461888125
95ebdb8b,0,2,1,1,0,2,5,7,0,1,3,1,800,0,1,1.0,363.7896611,1,392.3821009,626.691,8,35000,450,600,65,0.0
41f9cdcd,0,2,1,6,0,2,4,7,4,0,9,0,0,1,1,0.166666667,79.14312803,1,411.1489323,669.7678,8,35000,450,600,65,334.8839
63d06364,0,2,1,5,0,18,5,7,4,1,4,1,400,0,0,0.2,340.1188769,1,303.2195467,1231.3626,8,35000,450,600,65,974.8153005196978
77c7e4a0,0,0,1,2,0,10,2,0,4,1,5,1,800,0,1,0.5,115.6743566,1,574.8390379,458.0992,8,35000,450,600,65,0.0
1a63bbb9,0,1,1,4,1,3,0,0,4,0,1,0,0,0,1,0.25,96.85852539,1,940.1798347,416.4667,8,35000,450,600,65,0.0
f3fc7e2c,0,1,1,8,1,5,1,0,4,1,2,1,1500,0,1,0.125,194.3161452,1,104.6606339,998.1348,8,35000,450,600,65,573.92751
d2f4ddc6,0,0,1,8,1,15,0,0,0,1,4,1,400,0,1,0.125,158.3012174,1,490.6135759,677.6302,8,35000,450,600,65,389.63736499999993
adfa4fc6,0,2,1,4,2,12,3,0,0,1,7,0,0,0,1,0.25,110.5738051,1,811.0872462,463.7009,8,35000,450,600,65,0.0
e9f52a29,0,2,1,6,2,0,0,7,0,1,5,0,0,0,1,0.166666667,216.1065938,1,113.7619588,984.4315,8,35000,450,600,65,566.0481125
8ff3752e,0,2,1,4,0,17,2,0,0,0,7,0,0,1,1,0.25,130.3331913,1,728.1833572,319.5686,8,35000,450,600,65,0.0
b66f9f85,0,1,1,7,0,5,1,7,0,1,3,1,800,0,1,0.142857143,56.56796884,1,904.3811347,937.2545,8,35000,450,600,65,538.9213374999999
e0413df8,0,1,1,3,1,2,5,0,4,0,6,1,800,0,0,0.333333333,346.6487343,1,150.3106225,652.041,8,35000,450,600,65,277.117425
7865229f,0,0,1,4,0,11,4,0,0,0,2,1,1500,1,1,0.25,490.9526611,1,935.8156241,465.2453,8,35000,450,600,65,0.0
431f2e92,0,2,1,3,0,8,4,0,4,1,7,1,800,0,1,0.333333333,76.87465605,1,615.4909597,521.5483,8,35000,450,600,65,0.0
cad283cc,0,0,1,8,0,2,4,7,4,1,1,1,400,1,1,0.125,161.5355342,1,228.4258523,1159.119,8,35000,450,600,65,1109.9182892504055
431e52e1,0,0,1,2,2,17,3,0,4,0,6,0,0,0,1,0.5,129.7752166,1,991.0565087,412.9892,8,35000,450,600,65,0.0
8aa48674,0,1,1,8,2,1,0,7,4,1,5,1,1500,0,1,0.125,128.6827292,1,522.1264934,1245.1738,8,35000,450,600,65,1153.9003457931642
6d2bbd4e,0,0,1,2,2,2,3,7,0,1,7,0,0,1,1,0.5,103.0985396,1,213.5673003,775.6983,8,35000,450,600,65,446.0265225
044dac64,0,2,1,7,1,18,1,0,0,1,6,0,0,1,1,0.142857143,176.7387376,1,777.2042474,655.7993,8,35000,450,600,65,377.0845975
fc57bddb,0,2,1,1,2,18,3,0,4,1,5,1,400,0,1,1.0,20.48911112,1,471.6085707,559.6916,8,35000,450,600,65,0.0
52595a7d,0,1,1,1,2,12,3,0,0,0,4,0,0,0,1,1.0,480.1331792,1,480.6480283,308.1039,8,35000,450,600,65,0.0
6b6ccded,0,1,1,5,0,15,0,7,4,1,6,1,400,1,1,0.2,240.5628459,1,715.4362033,1067.2038,8,35000,450,600,65,613.6421849999999
982b7c1b,0,2,1,1,1,14,1,0,0,1,0,1,400,1,1,1.0,365.2081325,1,213.8012107,354.3072,8,35000,450,600,65,0.0
82eafb48,0,1,1,7,1,12,3,7,0,0,0,0,0,1,1,0.142857143,26.02291938,1,905.3218284,796.9533,8,35000,450,600,65,398.47665
f0f42673,0,1,1,4,1,7,2,7,4,1,9,0,0,0,0,0.25,494.1310576,1,494.8284566,1149.447,8,35000,450,600,65,939.2287432527714
ccf6b0c3,0,1,1,8,1,3,2,7,0,1,6,0,0,1,1,0.125,9.03010988,1,594.9534888,1138.2124,8,35000,450,600,65,1099.233060032316
c38b8cf3,0,0,1,5,0,12,2,7,0,1,3,0,0,1,1,0.2,492.4751582,1,778.3719045,807.2935,8,35000,450,600,65,394.56469812499995
665d305e,0,0,1,8,0,9,1,0,4,1,9,1,800,1,1,0.125,198.1236734,1,551.1413362,768.3,8,35000,450,600,65,441.7724999999999
1cbd3611,0,1,1,6,2,18,1,0,4,0,4,1,1500,1,0,0.166666667,390.6284769,1,795.0728812,887.3917,8,35000,450,600,65,377.1414725
b90c80e7,0,2,1,3,0,14,5,0,4,1,0,1,800,1,0,0.333333333,360.9884809,1,436.2144171,639.2789,8,35000,450,600,65,0.0
2c1154dc,0,2,1,4,2,5,0,7,0,1,0,0,0,1,1,0.25,99.44585147,1,94.76847103,840.3694,8,35000,450,600,65,483.212405
05314c59,0,0,1,5,1,16,1,0,4,0,7,1,1500,1,1,0.2,182.4090482,1,316.684356,749.7919,8,35000,450,600,65,374.89595
bb3ed304,0,1,1,8,0,17,4,0,4,1,3,1,400,0,1,0.125,1.421076832,1,127.033576,807.7472,8,35000,450,600,65,464.45464
86118dd4,0,0,1,7,0,15,3,7,4,1,9,0,0,1,1,0.142857143,7.919035472,1,726.6044373,1140.5693,8,35000,450,600,65,1100.437656511137
41414ced,0,0,1,5,2,0,1,0,0,0,6,1,800,0,0,0.2,124.6018853,1,589.3316449,513.0125,8,35000,450,600,65,0.0
9f90e245,0,1,1,1,0,4,5,7,4,0,5,1,1500,1,1,1.0,48.45866353,1,677.3418461,599.3481,8,35000,450,600,65,0.0
03e115e2,0,1,1,7,0,2,2,7,0,0,7,0,0,1,0,0.142857143,108.0679062,1,10.67012701,648.0656,8,35000,450,600,65,324.0328
50460703,0,0,1,1,0,11,3,0,0,0,6,0,0,1,1,1.0,306.8539848,1,480.126229,183.04,8,35000,450,600,65,0.0
321ed9ba,0,0,1,4,0,9,4,0,4,0,7,1,400,1,1,0.25,247.3771202,1,422.44579,450.8582,8,35000,450,600,65,0.0
1415e605,0,0,1,1,1,18,2,0,4,1,9,1,800,0,1,1.0,164.6890335,1,897.5286224,570.9444,8,35000,450,600,65,0.0
3c41d956,0,1,1,4,0,4,4,7,4,0,4,0,0,1,1,0.25,35.45809572,1,698.2725935,631.6362,8,35000,450,600,65,0.0
40b2c5ed,0,1,1,4,2,15,2,0,0,0,2,1,400,1,0,0.25,89.31443838,1,29.17066857,530.218,8,35000,450,600,65,0.0
ec9559a3,0,0,1,2,0,11,2,7,0,1,7,0,0,1,1,0.5,190.7076719,1,543.5396466,629.837,8,35000,450,600,65,0.0
19d5bdc8,0,2,1,4,1,5,4,7,0,1,0,1,1500,0,1,0.25,232.2913822,1,462.4568171,1081.5363,8,35000,450,600,65,621.8833725
ac69e4e4,0,1,1,2,0,15,1,0,0,1,3,0,0,1,1,0.5,287.8926054,1,32.82549882,244.1348,8,35000,450,600,65,0.0
